,donorID,has_contributed,prob_will_contribute
0,100001,0,0.10324971943276569
1,100003,0,0.0005512338108055048
2,100004,0,0.09185037049696324
3,100006,0,0.00369001686771377
4,100009,0,0.03413409952646363
5,100011,0,0.005979533768681712
6,100012,0,0.009364646435567992
7,100013,0,0.009297572585296466
8,100014,0,0.05302987630415285
9,100016,0,0.2528051841576639
10,100017,0,0.1137531474123999
11,100018,0,0.009568163934267761
12,100019,0,0.002315677578657726
13,100020,0,0.0016880972702970043
14,100023,0,0.0006694402315352997
15,100026,0,0.041571881942657554
16,100027,0,0.0024132326016001416
17,100029,0,0.003373112749473436
18,100031,0,0.008938627822289486
19,100032,0,0.3115857277038324
20,100033,0,0.0005020898745636686
21,100038,0,0.0027030687022833936
22,100039,0,0.002968430827650677
23,100040,0,0.26775371766544254
24,100041,0,0.0028468990670512005
25,100043,0,0.5065176826925204
26,100044,0,0.0015301270883917228
27,100046,0,0.008506867315738057
28,100048,0,0.002475765204318361
29,100049,0,0.0018688225417976933
30,100053,0,0.4643879559511517
31,100054,0,0.013308839310991206
32,100055,0,0.030268731870826848
33,100056,0,0.006467796291622289
34,100057,0,0.0009539677624434522
35,100058,0,0.21394474474074812
36,100059,0,0.017704446184256074
37,100061,0,0.07591144515025047
38,100063,0,0.037385470159000254
39,100064,0,0.00411679655527167
40,100065,0,0.04785635304776057
41,100067,0,0.09832230918604869
42,100069,0,0.005471504718324704
43,100071,0,0.001201265047011606
44,100073,0,0.005495299549945896
45,100077,0,0.03208504434871281
46,100079,0,0.02936521526682487
47,100081,0,0.8987999092111788
48,100083,0,0.0028813485237652284
49,100084,0,0.14026505754166196
50,100085,0,0.001171341958988468
51,100086,0,0.23010275373307298
52,100087,0,0.04148906081761064
53,100089,0,0.5691414483726226
54,100090,0,0.043269243467679554
55,100092,0,0.25051495171223237
56,100094,0,0.0032275117843291227
57,100095,0,0.0486371814611466
58,100098,0,0.000766938043761152
59,100101,0,0.03149174025711534
60,100103,0,0.0044391172208662726
61,100107,0,0.010251396606454351
62,100109,0,0.008507605868592095
63,100111,0,0.03744554500790454
64,100113,0,0.10558096885034629
65,100114,0,0.201317866048513
66,100115,0,0.07054065915311009
67,100116,0,0.005427668526963925
68,100118,0,0.004476794927227234
69,100119,0,0.10506222314890387
70,100121,0,0.17413061096784066
71,100123,0,0.001829966843032316
72,100124,0,0.011601162218841563
73,100125,0,0.3480951514524041
74,100126,0,0.0005549148875827338
75,100127,0,0.02666657589335127
76,100128,0,0.004277961494057833
77,100131,0,0.008971079471409819
78,100132,0,0.011424001310388652
79,100134,0,0.007346640917010955
80,100136,0,0.5404416965877172
81,100137,0,0.029277078175685447
82,100138,0,0.014879097766498805
83,100139,0,0.0033747391483351387
84,100140,0,0.004730089494089568
85,100142,0,0.0022268153819061482
86,100143,0,0.007287932873094136
87,100145,0,0.023771269535694747
88,100146,0,0.026579341434849222
89,100149,0,0.0647761753918159
90,100150,0,0.0036529228965531033
91,100154,0,0.012153245373112017
92,100155,0,0.28168728376214136
93,100156,0,0.004585278558121771
94,100161,0,0.004521133904575944
95,100162,0,0.3010813349457218
96,100165,0,0.007897570643496228
97,100166,0,0.015492263641546973
98,100167,0,0.028778067053564022
99,100168,0,0.0039310178943242164
100,100169,0,0.009409996745913566
101,100170,0,0.0019470957949368779
102,100171,0,0.002091744812507481
103,100173,0,0.0029196945625822313
104,100175,0,0.010743871764406875
105,100176,0,0.0028785266245995272
106,100177,0,0.015813056255417016
107,100181,0,0.04147207250607741
108,100182,0,0.01926342869889729
109,100185,0,0.00020950630176983648
110,100186,0,0.0017957375271904017
111,100190,0,0.025635856456948602
112,100194,0,0.4985441173584787
113,100196,0,0.024278491329476865
114,100199,0,0.00045662830709109864
115,100201,0,0.0038082839325539854
116,100202,0,0.13857494608109822
117,100203,0,0.05730495864654324
118,100204,0,0.5007105337742445
119,100206,0,0.003256535983322137
120,100208,0,0.0014182872680017012
121,100211,0,0.03435956862741763
122,100212,0,0.13508381163550012
123,100213,0,0.0004090164006070452
124,100214,0,0.6872935587123956
125,100216,0,0.03263026896147212
126,100218,0,0.0007437858374823273
127,100222,0,0.0010130668107435794
128,100223,0,0.007566198105854543
129,100228,0,0.001045354383559886
130,100229,0,0.0014767925687139275
131,100230,0,0.0036394052129378567
132,100233,0,0.48203096892750075
133,100236,0,0.0038990871241603112
134,100237,0,0.001500042368361483
135,100241,0,0.007856227360644799
136,100242,0,0.0015160373826325815
137,100243,0,0.004820508424455742
138,100244,0,0.006652939821886415
139,100246,0,0.0059739619157897555
140,100247,0,0.004475483738740173
141,100249,0,0.0008213162785132337
142,100251,0,0.0015535038909270844
143,100252,0,0.002896249466460622
144,100253,0,0.0013976947763498712
145,100254,0,0.018449202980454726
146,100256,0,0.5289480585568522
147,100258,0,0.004014064239571502
148,100259,0,0.0007781539769499696
149,100260,0,0.19157035421296528
150,100261,0,0.6206902314825845
151,100263,0,0.0028385024655546553
152,100266,0,0.2655630647450656
153,100267,0,0.003526013902988952
154,100268,0,0.23435352839999696
155,100269,0,0.00044498385442819186
156,100270,0,0.010228894384835499
157,100271,0,0.6503480664320955
158,100272,0,0.5716117506904748
159,100273,0,0.04508257914833366
160,100275,0,0.25951277951515433
161,100279,0,0.0007515907705816389
162,100281,0,0.09585214295686663
163,100284,0,0.03790644505145054
164,100289,0,0.33275109460647134
165,100291,0,0.01451447876495887
166,100292,0,0.0029266266587431853
167,100293,0,0.0015344505141674035
168,100294,0,0.0015512611903325977
169,100295,0,0.00862383297121763
170,100296,0,0.011461164703572706
171,100298,0,0.5451399915333691
172,100299,0,0.00047219658536674274
173,100300,0,0.08722687109491574
174,100301,0,0.012104122397299124
175,100304,0,0.02976581125008352
176,100307,0,0.08444336170380966
177,100313,0,0.5610941803076499
178,100314,0,0.2540983453119204
179,100315,0,0.04600865006040957
180,100319,0,0.6860188296022174
181,100320,0,0.0028450430926952653
182,100322,0,0.4305802118200104
183,100323,0,0.5132076200672687
184,100325,0,0.9520688976366769
185,100327,0,0.005033051885723974
186,100329,0,0.13490866311835087
187,100330,0,0.4944612906233825
188,100333,0,0.005305626385942765
189,100334,0,0.0008820524577432757
190,100335,0,0.0031693787100643624
191,100336,0,0.3918634880926757
192,100337,0,0.46448212753209966
193,100341,0,0.38487585097705296
194,100342,0,0.017941269064662386
195,100344,0,0.39284841861570213
196,100345,0,0.10948841201822947
197,100348,0,0.017492006540215092
198,100350,0,0.0030957820889709635
199,100351,0,0.11277295603676296
200,100352,0,0.0006574020787397815
201,100356,0,0.0004902124985329082
202,100357,0,0.005053046382229739
203,100359,0,0.19062760800860773
204,100361,0,0.20779182435237362
205,100363,0,0.13029917396733035
206,100368,0,0.015898479397618716
207,100369,0,0.1947983492480325
208,100370,0,0.0033690522952061347
209,100371,0,0.0019150073314335384
210,100373,0,0.0005944035497193928
211,100374,0,0.003270445845113551
212,100376,0,0.019134356245856337
213,100380,0,0.6910052811904323
214,100382,0,0.0005746421771200826
215,100384,0,0.022760654528659493
216,100387,0,0.002544088301594104
217,100392,0,0.6795237682685837
218,100393,0,0.007440817154537263
219,100397,0,0.006159399428652502
220,100399,0,0.02012836680234942
221,100400,0,0.13539976330290646
222,100402,0,0.03954490355725556
223,100404,0,0.08763219415758636
224,100405,0,0.061541154943586016
225,100406,0,0.002963521028224429
226,100409,0,0.37344637957378657
227,100411,0,0.002077955984501191
228,100413,0,0.004441529573451905
229,100416,0,0.6098937251654855
230,100417,0,0.04404666560236603
231,100418,0,0.3561889365301553
232,100419,0,0.6359229773626899
233,100423,0,0.057039259265433406
234,100425,0,0.0134455000219007
235,100426,0,0.3521655069093115
236,100427,0,0.024985457449731074
237,100428,0,0.30668190423097885
238,100429,0,0.004169489789779251
239,100430,0,0.002258342388989963
240,100432,0,0.34576566200520875
241,100434,0,0.5881906214173271
242,100435,0,0.7478682872756013
243,100436,0,0.00902570924136261
244,100437,0,0.11505622805702244
245,100440,0,0.5609742736272189
246,100441,0,0.00034939523731957253
247,100444,0,0.004401285620106547
248,100445,0,0.009452188550997475
249,100446,0,0.2555568767017817
250,100449,0,0.009817368373626355
251,100450,0,0.1210240576004555
252,100451,0,0.007323936956038645
253,100452,0,0.4464357626595129
254,100453,0,0.25624467816133206
255,100454,0,0.00601971294429828
256,100455,0,0.3099714600694744
257,100456,0,0.007422793016336523
258,100459,0,0.8816758880158638
259,100460,0,0.06764415793214333
260,100461,0,0.08787912395285792
261,100463,0,0.011452680690858395
262,100464,0,0.2911188746627802
263,100468,0,0.1398257607739667
264,100469,0,0.1477393992545211
265,100472,0,0.9403432403016075
266,100473,0,0.12398713440570504
267,100475,0,0.004271079333254113
268,100476,0,0.0022928840569313804
269,100478,0,0.5372578656669851
270,100480,0,0.04177522917752362
271,100481,0,0.010419253192754767
272,100482,0,0.03153315964890579
273,100483,0,0.12744776967494903
274,100484,0,0.36466823332337045
275,100485,0,0.6965349367888126
276,100486,0,0.3858346270584597
277,100487,0,0.4094592530871246
278,100488,0,0.19224551618463756
279,100489,0,0.415310228532816
280,100490,0,0.007775366489437531
281,100492,0,0.045933318724164306
282,100493,0,0.1140457888246221
283,100495,0,0.3854173742407847
284,100499,0,0.22343315802013217
285,100502,0,0.5811158826282674
286,100503,0,0.35827285116787777
287,100505,0,0.19121933237863492
288,100506,0,0.004448138635053472
289,100508,0,0.5352182904565389
290,100510,0,0.026938290623322973
291,100511,0,0.031623142326783954
292,100513,0,0.00031835351478316565
293,100515,0,0.012493424541298344
294,100516,0,0.0026845440397265546
295,100517,0,0.005783552749766673
296,100518,0,0.8166873439073274
297,100519,0,0.009661863890881611
298,100520,0,0.02761477556059498
299,100521,0,0.03182651075603696
300,100523,0,0.007926747735585545
301,100524,0,0.09879971061856964
302,100525,0,0.1967492163864874
303,100526,0,0.15366914148702668
304,100530,0,0.02718638272410391
305,100533,0,0.019690371504457793
306,100534,0,0.0017103593981886496
307,100535,0,0.005778703411177767
308,100536,0,0.005495328338929422
309,100537,0,0.004540877971540098
310,100539,0,0.7013841572629889
311,100540,0,0.04709504101443404
312,100543,0,0.0009686286600663268
313,100544,0,0.05745500414516508
314,100545,0,0.0336982854178057
315,100546,0,0.0024521322024935797
316,100547,0,0.03723349942739574
317,100548,0,0.0005378938112353107
318,100549,0,0.11906066303095073
319,100550,0,0.23922582615103963
320,100552,0,0.00685189356873328
321,100556,0,0.08772051890510693
322,100559,0,0.4909770588453389
323,100560,0,0.021824967465183722
324,100561,0,0.005620850263966942
325,100565,0,0.41264429028234995
326,100566,0,0.3733990840833359
327,100567,0,0.1390459153236532
328,100569,0,0.6233377913110311
329,100570,0,0.0008779008209420214
330,100572,0,0.00881167422418878
331,100573,0,0.21299458318392697
332,100574,0,0.528202292794406
333,100575,0,0.0022469515216177543
334,100576,0,0.015316215963089946
335,100577,0,0.10207852656451694
336,100578,0,0.03665718736075282
337,100579,0,0.006033991425550085
338,100583,0,0.0568006600283767
339,100584,0,0.07129410612492092
340,100585,0,0.3237553453720293
341,100587,0,0.07993973850861333
342,100589,0,0.010928109276257982
343,100590,0,0.00917162603770387
344,100593,0,0.020816010972313316
345,100596,0,0.2256153201547648
346,100598,0,0.0009762366022958189
347,100599,0,0.24073462478955232
348,100603,0,0.02548980038267879
349,100605,0,0.05247934589607395
350,100606,0,0.6803575557685299
351,100607,0,8.442892568458543e-05
352,100610,0,0.00517566835711336
353,100612,0,0.3388224948156924
354,100613,0,0.38438601383375226
355,100614,0,0.011690263764563757
356,100616,0,0.14834157201809117
357,100619,0,0.097609170327422
358,100620,0,0.20347503078719562
359,100623,0,0.006319043858432752
360,100624,0,0.04498788457642659
361,100626,0,0.08704345743348468
362,100627,0,0.009350944665345936
363,100630,0,0.009065301626388253
364,100631,0,0.6282843819905958
365,100635,0,0.030731564375315525
366,100637,0,0.07859500608547217
367,100642,0,0.13598407608872431
368,100644,0,0.17495125129431693
369,100645,0,0.47367866887821164
370,100647,0,0.6875045856056183
371,100649,0,0.22856554684546368
372,100650,0,0.010103037956797163
373,100652,0,0.03621227550532274
374,100653,0,0.01309174896072314
375,100654,0,0.49839749404852135
376,100655,0,0.5805810174240817
377,100656,0,0.004733644243038879
378,100657,0,0.0007305438760848794
379,100658,0,0.01070985152356755
380,100659,0,0.185575637210934
381,100660,0,0.007877982787452975
382,100662,0,0.3588884738588632
383,100663,0,0.06868759902599966
384,100664,0,0.08730005720426362
385,100666,0,0.004971582642181972
386,100667,0,0.0051661720802970235
387,100668,0,0.4842563954807797
388,100671,0,0.033192992842271105
389,100675,0,0.14741856117791646
390,100676,0,0.059812987811125054
391,100677,0,0.024003698721638878
392,100679,0,0.007722540711518687
393,100681,0,0.09026785590188097
394,100683,0,0.04590394252279088
395,100686,0,0.03117724269156986
396,100687,0,0.0005393255218280233
397,100688,0,0.1291608618246836
398,100689,0,0.14048416642260853
399,100692,0,0.3796653282989157
400,100695,0,0.37522917705063136
401,100697,0,0.08301801428490488
402,100699,0,0.0008933861717985459
403,100701,0,0.3304992316761836
404,100703,0,0.7192136854055303
405,100704,0,0.6297912440696258
406,100705,0,0.0032983972388169404
407,100706,0,0.002389710091457298
408,100707,0,0.5449820639827924
409,100708,0,0.3526188551805276
410,100709,0,0.002689493121241428
411,100710,0,0.6471837514924089
412,100711,0,0.4048255468783
413,100712,0,0.009560791959372358
414,100714,0,0.18634500680537486
415,100715,0,0.33395213154431896
416,100716,0,0.00048807974504127513
417,100721,0,0.028032546087158206
418,100723,0,0.04926183220355934
419,100724,0,0.0009509720481351909
420,100725,0,0.11555764705351738
421,100730,0,0.0003455691466906599
422,100731,0,0.23785004966701687
423,100733,0,0.0026632801661510344
424,100734,0,0.8182430621633229
425,100735,0,0.11896254477097663
426,100738,0,0.005725444960177477
427,100739,0,0.16860844608766748
428,100740,0,0.42338776208104506
429,100745,0,0.002871651932192009
430,100746,0,0.16187590758871515
431,100748,0,0.06600729143417663
432,100749,0,0.02445850547687064
433,100750,0,0.018333371355221922
434,100751,0,0.6500561580434666
435,100754,0,0.2866717638510361
436,100757,0,0.000799405388368552
437,100758,0,0.4816647722156391
438,100761,0,0.4037651523368415
439,100762,0,0.0031213670312944695
440,100763,0,0.03954611508001488
441,100764,0,0.07657222344386257
442,100766,0,0.04175752410273823
443,100767,0,0.25675834682507753
444,100768,0,0.5699294920267526
445,100769,0,0.5389334813341176
446,100770,0,0.25831733939290397
447,100771,0,0.03029259283343332
448,100772,0,0.249719690859558
449,100773,0,0.11068281452770486
450,100775,0,0.0633074802459238
451,100776,0,0.32517922591809745
452,100777,0,0.053064048515106606
453,100778,0,0.0017497934150456518
454,100779,0,0.03785979957710126
455,100781,0,0.0021802064809620723
456,100783,0,0.03583527431540524
457,100784,0,0.12220393806981675
458,100785,0,0.10710129699236073
459,100786,0,0.3929393945663705
460,100787,0,0.5927618352361604
461,100789,0,0.00367608711294983
462,100790,0,0.5415838558174333
463,100791,0,0.0022464454728514612
464,100795,0,0.6080490103325888
465,100796,0,0.03318487466624019
466,100797,0,0.016194477400004233
467,100799,0,0.02674507305091365
468,100803,0,0.4996521650925748
469,100804,0,0.04316139287068309
470,100805,0,0.12054303150461275
471,100809,0,0.48146222606500516
472,100811,0,0.10009703786022572
473,100812,0,0.3354731170482784
474,100814,0,0.3283909051663608
475,100817,0,0.15710713493627623
476,100820,0,0.041672692915603896
477,100821,0,0.6306550283955743
478,100823,0,0.4968338872423729
479,100824,0,0.3025759614082414
480,100827,0,0.17750394362327174
481,100828,0,0.0004521190915909806
482,100829,0,0.0006776951110838137
483,100830,0,0.003864515798930397
484,100831,0,0.6505231106141464
485,100832,0,0.31092246070600094
486,100834,0,0.002053971122166901
487,100835,0,0.1016772801494817
488,100836,0,0.7366731316703101
489,100837,0,0.689213930567385
490,100838,0,0.006412365262981181
491,100840,0,0.010329861225949259
492,100841,0,0.7575284914877448
493,100843,0,0.010536114087729616
494,100844,0,0.2680900519072457
495,100845,0,0.24443469718776725
496,100846,0,0.28954838019820417
497,100847,0,0.2629387252471215
498,100848,0,0.02068083556816751
499,100851,0,0.03411469340622054
500,100852,0,0.7172226959602878
501,100853,0,0.06481708136021502
502,100856,0,0.22252247113522658
503,100860,0,0.16873033309896376
504,100861,0,0.37600990163931486
505,100862,0,0.2979587856170174
506,100863,0,0.2612073487559289
507,100864,0,0.0034632506998710697
508,100865,0,0.0027143102053564065
509,100866,0,0.07299905254024495
510,100867,0,0.06591639779463311
511,100869,0,0.09085818701087056
512,100870,0,0.010903756159560228
513,100871,0,0.8162078963862655
514,100873,0,0.036204206343913636
515,100874,0,0.33454972630572255
516,100875,0,0.3782319865907427
517,100877,0,0.20291274241611354
518,100880,0,0.08084555817702394
519,100882,0,0.1054501393303196
520,100883,0,0.36826762404507996
521,100884,0,0.00018530169553364827
522,100885,0,0.037170616075895876
523,100886,0,0.0039466558101887315
524,100890,0,0.15483022741077612
525,100891,0,0.2925245669633454
526,100892,0,0.22889412656978822
527,100894,0,0.009068596857773762
528,100896,0,0.0005645289085942928
529,100898,0,0.0031600310076651977
530,100899,0,0.00745885074872154
531,100901,0,0.747299174611593
532,100904,0,0.08351272419085182
533,100907,0,0.21658501053911328
534,100910,0,0.324563538230195
535,100912,0,0.0007745910921488132
536,100913,0,0.36148507765941
537,100914,0,0.0011173624779292658
538,100917,0,0.4564665913625093
539,100918,0,0.014922526223995852
540,100919,0,0.6667746150143333
541,100920,0,0.006082782187990142
542,100921,0,0.3968970630266583
543,100924,0,0.0007245525140673867
544,100925,0,0.0010219227509936223
545,100926,0,0.39296930455334894
546,100932,0,0.07571981145725241
547,100933,0,0.8274828699552004
548,100935,0,0.0070736883159147656
549,100936,0,0.3230392435959709
550,100937,0,0.65083694380259
551,100939,0,0.08652643945973457
552,100940,0,0.23970664802323285
553,100943,0,0.7994179218776072
554,100944,0,0.369488732412463
555,100949,0,0.0014862540288888041
556,100952,0,0.3227048899406666
557,100953,0,0.004862787646436887
558,100954,0,0.000892585279908925
559,100955,0,0.12323821951380755
560,100958,0,0.14615629115632744
561,100959,0,0.0027128110196973504
562,100961,0,0.131630005608081
563,100962,0,0.27226240412186004
564,100963,0,0.30450747302706216
565,100964,0,0.0024604065207543394
566,100967,0,0.12054627628666761
567,100970,0,0.6349825080174318
568,100971,0,0.6040128468493853
569,100972,0,0.36155749003969956
570,100973,0,0.5404784312119995
571,100974,0,0.03864263121646344
572,100975,0,0.002337832344698571
573,100977,0,0.004996567006616574
574,100979,0,0.002183381324266397
575,100980,0,0.17229057767800196
576,100984,0,0.0010397179286881079
577,100985,0,0.0026204602367179077
578,100987,0,0.0005234014861493078
579,100989,0,0.7042572677924034
580,100994,0,0.02758967482279312
581,100995,0,0.024578833865091455
582,100997,0,0.05004037485839369
583,100998,0,0.5686491375022944
584,101000,0,0.030570355451193146
585,101002,0,0.004320675430234037
586,101003,0,0.12061577504065077
587,101004,0,0.17624998968289224
588,101009,0,0.5686067866130698
589,101011,0,0.020034397312922822
590,101014,0,0.6625741449937473
591,101016,0,0.13148577594094066
592,101017,0,0.6233741731184657
593,101018,0,0.00015599832474366698
594,101019,0,0.0006495046792107618
595,101020,0,0.27218564630755077
596,101021,0,0.8800580553722086
597,101023,0,0.30467017578571864
598,101025,0,0.002410590300269326
599,101026,0,0.4688647555950951
600,101028,0,0.48508293771650157
601,101030,0,0.32217602081027846
